[02:01:17.301411] [WARNING] [pdc_server_data.c:122] PDC_SERVER[0]: Total Lustre OSTs, PDC Servers: 256, 64
[02:01:17.301604] [WARNING] [pdc_server_data.c:123] PDC_SERVER[0]: Setting Lustre stripe count to 4 and size to 16 MB
[02:06:11.443606] [WARNING] [pdc_server.c:1184] PDC_SERVER[0]: Checkpoint start
[02:06:11.473974] [WARNING] [pdc_server.c:1376] PDC_SERVER[0]: Writing checkpoint transformations start
[02:06:11.475293] [WARNING] [pdc_server.c:1558] PDC_SERVER[0]: Writing checkpoint transformations done
[02:06:31.333835] [WARNING] [pdc_server.c:1595] PDC_SERVER[0]: Rank[ALL]: Total checkpoint time = 19.890201
[02:06:31.335892] [WARNING] [pdc_server.c:1602] PDC_SERVER[0]: Checkpointing done
[02:06:31.335990] [WARNING] [pdc_server.c:696] PDC_SERVER[0]: [TIMER] id=0, name=open, avg=0.000514, total=0.493155, count=960
[02:06:31.336005] [WARNING] [pdc_server.c:696] PDC_SERVER[0]: [TIMER] id=1, name=close, avg=0.000329, total=0.315478, count=960
[02:06:31.336011] [WARNING] [pdc_server.c:696] PDC_SERVER[0]: [TIMER] id=3, name=write, avg=0.035645, total=34.219052, count=960
[02:06:31.336016] [WARNING] [pdc_server.c:696] PDC_SERVER[0]: [TIMER] id=4, name=total_graph_exec, avg=0.347303, total=333.411187, count=960
[02:06:31.336060] [WARNING] [pdc_server.c:696] PDC_SERVER[36]: [TIMER] id=0, name=open, avg=0.000422, total=0.405280, count=960
[02:06:31.336161] [WARNING] [pdc_server.c:696] PDC_SERVER[36]: [TIMER] id=1, name=close, avg=0.000245, total=0.235124, count=960
[02:06:31.336166] [WARNING] [pdc_server.c:696] PDC_SERVER[36]: [TIMER] id=3, name=write, avg=0.035241, total=33.831804, count=960
[02:06:31.336171] [WARNING] [pdc_server.c:696] PDC_SERVER[36]: [TIMER] id=4, name=total_graph_exec, avg=0.347093, total=333.209481, count=960
[02:06:31.336814] [WARNING] [pdc_server.c:696] PDC_SERVER[16]: [TIMER] id=0, name=open, avg=0.000480, total=0.460398, count=960
[02:06:31.336912] [WARNING] [pdc_server.c:696] PDC_SERVER[16]: [TIMER] id=1, name=close, avg=0.000233, total=0.223860, count=960
[02:06:31.336919] [WARNING] [pdc_server.c:696] PDC_SERVER[16]: [TIMER] id=3, name=write, avg=0.035005, total=33.605032, count=960
[02:06:31.336925] [WARNING] [pdc_server.c:696] PDC_SERVER[16]: [TIMER] id=4, name=total_graph_exec, avg=0.346533, total=332.672135, count=960
[02:06:31.336838] [WARNING] [pdc_server.c:696] PDC_SERVER[40]: [TIMER] id=0, name=open, avg=0.000476, total=0.457389, count=960
[02:06:31.336937] [WARNING] [pdc_server.c:696] PDC_SERVER[40]: [TIMER] id=1, name=close, avg=0.000235, total=0.225922, count=960
[02:06:31.336965] [WARNING] [pdc_server.c:696] PDC_SERVER[40]: [TIMER] id=3, name=write, avg=0.035249, total=33.838932, count=960
[02:06:31.336971] [WARNING] [pdc_server.c:696] PDC_SERVER[40]: [TIMER] id=4, name=total_graph_exec, avg=0.347835, total=333.921204, count=960
[02:06:31.336940] [WARNING] [pdc_server.c:696] PDC_SERVER[20]: [TIMER] id=0, name=open, avg=0.000503, total=0.482909, count=960
[02:06:31.337057] [WARNING] [pdc_server.c:696] PDC_SERVER[20]: [TIMER] id=1, name=close, avg=0.000246, total=0.235782, count=960
[02:06:31.337064] [WARNING] [pdc_server.c:696] PDC_SERVER[20]: [TIMER] id=3, name=write, avg=0.035136, total=33.730338, count=960
[02:06:31.337069] [WARNING] [pdc_server.c:696] PDC_SERVER[20]: [TIMER] id=4, name=total_graph_exec, avg=0.346444, total=332.586175, count=960
[02:06:31.336874] [WARNING] [pdc_server.c:696] PDC_SERVER[48]: [TIMER] id=0, name=open, avg=0.000455, total=0.436384, count=960
[02:06:31.337033] [WARNING] [pdc_server.c:696] PDC_SERVER[48]: [TIMER] id=1, name=close, avg=0.000239, total=0.229477, count=960
[02:06:31.337040] [WARNING] [pdc_server.c:696] PDC_SERVER[48]: [TIMER] id=3, name=write, avg=0.035118, total=33.713018, count=960
[02:06:31.337048] [WARNING] [pdc_server.c:696] PDC_SERVER[48]: [TIMER] id=4, name=total_graph_exec, avg=0.348039, total=334.117514, count=960
[02:06:31.336863] [WARNING] [pdc_server.c:696] PDC_SERVER[18]: [TIMER] id=0, name=open, avg=0.000669, total=0.642070, count=960
[02:06:31.336942] [WARNING] [pdc_server.c:696] PDC_SERVER[18]: [TIMER] id=1, name=close, avg=0.000233, total=0.223797, count=960
[02:06:31.336969] [WARNING] [pdc_server.c:696] PDC_SERVER[18]: [TIMER] id=3, name=write, avg=0.035521, total=34.100248, count=960
[02:06:31.337062] [WARNING] [pdc_server.c:696] PDC_SERVER[52]: [TIMER] id=0, name=open, avg=0.000556, total=0.533533, count=960
[02:06:31.337160] [WARNING] [pdc_server.c:696] PDC_SERVER[52]: [TIMER] id=1, name=close, avg=0.000240, total=0.230721, count=960
[02:06:31.337166] [WARNING] [pdc_server.c:696] PDC_SERVER[52]: [TIMER] id=3, name=write, avg=0.035261, total=33.850440, count=960
[02:06:31.337172] [WARNING] [pdc_server.c:696] PDC_SERVER[52]: [TIMER] id=4, name=total_graph_exec, avg=0.347365, total=333.470131, count=960
[02:06:31.336975] [WARNING] [pdc_server.c:696] PDC_SERVER[18]: [TIMER] id=4, name=total_graph_exec, avg=0.347027, total=333.145622, count=960
[02:06:31.337182] [WARNING] [pdc_server.c:696] PDC_SERVER[32]: [TIMER] id=0, name=open, avg=0.000534, total=0.512598, count=960
[02:06:31.337286] [WARNING] [pdc_server.c:696] PDC_SERVER[32]: [TIMER] id=1, name=close, avg=0.000249, total=0.239518, count=960
[02:06:31.337310] [WARNING] [pdc_server.c:696] PDC_SERVER[32]: [TIMER] id=3, name=write, avg=0.035579, total=34.155628, count=960
[02:06:31.336842] [WARNING] [pdc_server.c:696] PDC_SERVER[24]: [TIMER] id=0, name=open, avg=0.000453, total=0.434806, count=960
[02:06:31.337317] [WARNING] [pdc_server.c:696] PDC_SERVER[24]: [TIMER] id=1, name=close, avg=0.000249, total=0.239411, count=960
[02:06:31.337135] [WARNING] [pdc_server.c:696] PDC_SERVER[34]: [TIMER] id=0, name=open, avg=0.000417, total=0.400494, count=960
[02:06:31.337195] [WARNING] [pdc_server.c:696] PDC_SERVER[8]: [TIMER] id=0, name=open, avg=0.000435, total=0.417894, count=960
[02:06:31.337301] [WARNING] [pdc_server.c:696] PDC_SERVER[8]: [TIMER] id=1, name=close, avg=0.000250, total=0.240313, count=960
[02:06:31.337308] [WARNING] [pdc_server.c:696] PDC_SERVER[8]: [TIMER] id=3, name=write, avg=0.035305, total=33.892556, count=960
[02:06:31.337313] [WARNING] [pdc_server.c:696] PDC_SERVER[8]: [TIMER] id=4, name=total_graph_exec, avg=0.347684, total=333.776934, count=960
[02:06:31.337317] [WARNING] [pdc_server.c:696] PDC_SERVER[32]: [TIMER] id=4, name=total_graph_exec, avg=0.347586, total=333.682483, count=960
[02:06:31.337324] [WARNING] [pdc_server.c:696] PDC_SERVER[24]: [TIMER] id=3, name=write, avg=0.035283, total=33.871548, count=960
[02:06:31.337329] [WARNING] [pdc_server.c:696] PDC_SERVER[24]: [TIMER] id=4, name=total_graph_exec, avg=0.347129, total=333.244115, count=960
[02:06:31.337259] [WARNING] [pdc_server.c:696] PDC_SERVER[34]: [TIMER] id=1, name=close, avg=0.000248, total=0.238410, count=960
[02:06:31.337276] [WARNING] [pdc_server.c:696] PDC_SERVER[34]: [TIMER] id=3, name=write, avg=0.035078, total=33.674576, count=960
[02:06:31.337284] [WARNING] [pdc_server.c:696] PDC_SERVER[34]: [TIMER] id=4, name=total_graph_exec, avg=0.348071, total=334.147925, count=960
[02:06:31.337326] [WARNING] [pdc_server.c:696] PDC_SERVER[42]: [TIMER] id=0, name=open, avg=0.000448, total=0.429766, count=960
[02:06:31.337402] [WARNING] [pdc_server.c:696] PDC_SERVER[42]: [TIMER] id=1, name=close, avg=0.000229, total=0.219454, count=960
[02:06:31.337432] [WARNING] [pdc_server.c:696] PDC_SERVER[42]: [TIMER] id=3, name=write, avg=0.035271, total=33.860280, count=960
[02:06:31.337438] [WARNING] [pdc_server.c:696] PDC_SERVER[42]: [TIMER] id=4, name=total_graph_exec, avg=0.346926, total=333.048894, count=960
[02:06:31.337382] [WARNING] [pdc_server.c:696] PDC_SERVER[4]: [TIMER] id=0, name=open, avg=0.000583, total=0.559778, count=960
[02:06:31.337462] [WARNING] [pdc_server.c:696] PDC_SERVER[4]: [TIMER] id=1, name=close, avg=0.000231, total=0.221590, count=960
[02:06:31.337490] [WARNING] [pdc_server.c:696] PDC_SERVER[4]: [TIMER] id=3, name=write, avg=0.035243, total=33.832907, count=960
[02:06:31.337497] [WARNING] [pdc_server.c:696] PDC_SERVER[4]: [TIMER] id=4, name=total_graph_exec, avg=0.348545, total=334.603388, count=960
[02:06:31.337444] [WARNING] [pdc_server.c:696] PDC_SERVER[22]: [TIMER] id=0, name=open, avg=0.000430, total=0.413233, count=960
[02:06:31.337550] [WARNING] [pdc_server.c:696] PDC_SERVER[22]: [TIMER] id=1, name=close, avg=0.000241, total=0.231350, count=960
[02:06:31.337556] [WARNING] [pdc_server.c:696] PDC_SERVER[22]: [TIMER] id=3, name=write, avg=0.035458, total=34.039254, count=960
[02:06:31.337561] [WARNING] [pdc_server.c:696] PDC_SERVER[22]: [TIMER] id=4, name=total_graph_exec, avg=0.348380, total=334.444519, count=960
[02:06:31.337529] [WARNING] [pdc_server.c:696] PDC_SERVER[30]: [TIMER] id=0, name=open, avg=0.000432, total=0.415060, count=960
[02:06:31.337634] [WARNING] [pdc_server.c:696] PDC_SERVER[30]: [TIMER] id=1, name=close, avg=0.000271, total=0.260111, count=960
[02:06:31.337641] [WARNING] [pdc_server.c:696] PDC_SERVER[30]: [TIMER] id=3, name=write, avg=0.035096, total=33.692532, count=960
[02:06:31.337646] [WARNING] [pdc_server.c:696] PDC_SERVER[30]: [TIMER] id=4, name=total_graph_exec, avg=0.347408, total=333.512118, count=960
[02:06:31.338034] [WARNING] [pdc_server.c:696] PDC_SERVER[54]: [TIMER] id=0, name=open, avg=0.000443, total=0.425270, count=960
[02:06:31.338109] [WARNING] [pdc_server.c:696] PDC_SERVER[54]: [TIMER] id=1, name=close, avg=0.000232, total=0.223108, count=960
[02:06:31.338138] [WARNING] [pdc_server.c:696] PDC_SERVER[54]: [TIMER] id=3, name=write, avg=0.035494, total=34.074674, count=960
[02:06:31.338144] [WARNING] [pdc_server.c:696] PDC_SERVER[54]: [TIMER] id=4, name=total_graph_exec, avg=0.347390, total=333.494253, count=960
[02:06:31.337926] [WARNING] [pdc_server.c:696] PDC_SERVER[56]: [TIMER] id=0, name=open, avg=0.000516, total=0.495675, count=960
[02:06:31.338051] [WARNING] [pdc_server.c:696] PDC_SERVER[56]: [TIMER] id=1, name=close, avg=0.000237, total=0.227135, count=960
[02:06:31.338057] [WARNING] [pdc_server.c:696] PDC_SERVER[56]: [TIMER] id=3, name=write, avg=0.034920, total=33.522757, count=960
[02:06:31.338063] [WARNING] [pdc_server.c:696] PDC_SERVER[56]: [TIMER] id=4, name=total_graph_exec, avg=0.347791, total=333.879304, count=960
[02:06:31.337783] [WARNING] [pdc_server.c:696] PDC_SERVER[50]: [TIMER] id=0, name=open, avg=0.000458, total=0.440010, count=960
[02:06:31.337869] [WARNING] [pdc_server.c:696] PDC_SERVER[50]: [TIMER] id=1, name=close, avg=0.000238, total=0.228852, count=960
[02:06:31.337898] [WARNING] [pdc_server.c:696] PDC_SERVER[50]: [TIMER] id=3, name=write, avg=0.035250, total=33.840248, count=960
[02:06:31.337904] [WARNING] [pdc_server.c:696] PDC_SERVER[50]: [TIMER] id=4, name=total_graph_exec, avg=0.345530, total=331.708416, count=960
[02:06:31.337874] [WARNING] [pdc_server.c:696] PDC_SERVER[28]: [TIMER] id=0, name=open, avg=0.000513, total=0.492875, count=960
[02:06:31.337982] [WARNING] [pdc_server.c:696] PDC_SERVER[28]: [TIMER] id=1, name=close, avg=0.000240, total=0.230459, count=960
[02:06:31.337989] [WARNING] [pdc_server.c:696] PDC_SERVER[28]: [TIMER] id=3, name=write, avg=0.035287, total=33.875929, count=960
[02:06:31.337994] [WARNING] [pdc_server.c:696] PDC_SERVER[28]: [TIMER] id=4, name=total_graph_exec, avg=0.347780, total=333.869112, count=960
[02:06:31.337909] [WARNING] [pdc_server.c:696] PDC_SERVER[44]: [TIMER] id=0, name=open, avg=0.000467, total=0.448710, count=960
[02:06:31.337991] [WARNING] [pdc_server.c:696] PDC_SERVER[44]: [TIMER] id=1, name=close, avg=0.000227, total=0.217655, count=960
[02:06:31.338022] [WARNING] [pdc_server.c:696] PDC_SERVER[44]: [TIMER] id=3, name=write, avg=0.035411, total=33.994128, count=960
[02:06:31.338028] [WARNING] [pdc_server.c:696] PDC_SERVER[44]: [TIMER] id=4, name=total_graph_exec, avg=0.347280, total=333.388662, count=960
[02:06:31.337972] [WARNING] [pdc_server.c:696] PDC_SERVER[6]: [TIMER] id=0, name=open, avg=0.000536, total=0.514617, count=960
[02:06:31.338073] [WARNING] [pdc_server.c:696] PDC_SERVER[6]: [TIMER] id=1, name=close, avg=0.000244, total=0.233863, count=960
[02:06:31.338834] [WARNING] [pdc_server.c:696] PDC_SERVER[60]: [TIMER] id=0, name=open, avg=0.000603, total=0.578983, count=960
[02:06:31.338916] [WARNING] [pdc_server.c:696] PDC_SERVER[60]: [TIMER] id=1, name=close, avg=0.000231, total=0.221892, count=960
[02:06:31.338942] [WARNING] [pdc_server.c:696] PDC_SERVER[60]: [TIMER] id=3, name=write, avg=0.035690, total=34.262834, count=960
[02:06:31.338948] [WARNING] [pdc_server.c:696] PDC_SERVER[60]: [TIMER] id=4, name=total_graph_exec, avg=0.347939, total=334.021527, count=960
[02:06:31.338080] [WARNING] [pdc_server.c:696] PDC_SERVER[6]: [TIMER] id=3, name=write, avg=0.035670, total=34.242876, count=960
[02:06:31.338086] [WARNING] [pdc_server.c:696] PDC_SERVER[6]: [TIMER] id=4, name=total_graph_exec, avg=0.349402, total=335.425901, count=960
[02:06:31.338831] [WARNING] [pdc_server.c:696] PDC_SERVER[58]: [TIMER] id=0, name=open, avg=0.000437, total=0.419152, count=960
[02:06:31.338937] [WARNING] [pdc_server.c:696] PDC_SERVER[58]: [TIMER] id=1, name=close, avg=0.000243, total=0.232875, count=960
[02:06:31.338944] [WARNING] [pdc_server.c:696] PDC_SERVER[58]: [TIMER] id=3, name=write, avg=0.035333, total=33.919627, count=960
[02:06:31.338949] [WARNING] [pdc_server.c:696] PDC_SERVER[58]: [TIMER] id=4, name=total_graph_exec, avg=0.349821, total=335.827984, count=960
[02:06:31.338209] [WARNING] [pdc_server.c:696] PDC_SERVER[12]: [TIMER] id=0, name=open, avg=0.000434, total=0.416282, count=960
[02:06:31.338322] [WARNING] [pdc_server.c:696] PDC_SERVER[12]: [TIMER] id=1, name=close, avg=0.000237, total=0.227992, count=960
[02:06:31.338328] [WARNING] [pdc_server.c:696] PDC_SERVER[12]: [TIMER] id=3, name=write, avg=0.035780, total=34.348991, count=960
[02:06:31.338333] [WARNING] [pdc_server.c:696] PDC_SERVER[12]: [TIMER] id=4, name=total_graph_exec, avg=0.347579, total=333.675600, count=960
[02:06:31.338261] [WARNING] [pdc_server.c:696] PDC_SERVER[46]: [TIMER] id=0, name=open, avg=0.000447, total=0.428657, count=960
[02:06:31.338365] [WARNING] [pdc_server.c:696] PDC_SERVER[46]: [TIMER] id=1, name=close, avg=0.000250, total=0.240463, count=960
[02:06:31.338372] [WARNING] [pdc_server.c:696] PDC_SERVER[46]: [TIMER] id=3, name=write, avg=0.035779, total=34.348246, count=960
[02:06:31.338377] [WARNING] [pdc_server.c:696] PDC_SERVER[46]: [TIMER] id=4, name=total_graph_exec, avg=0.347398, total=333.502486, count=960
[02:06:31.338319] [WARNING] [pdc_server.c:696] PDC_SERVER[10]: [TIMER] id=0, name=open, avg=0.000540, total=0.518043, count=960
[02:06:31.338430] [WARNING] [pdc_server.c:696] PDC_SERVER[10]: [TIMER] id=1, name=close, avg=0.000246, total=0.236443, count=960
[02:06:31.338437] [WARNING] [pdc_server.c:696] PDC_SERVER[10]: [TIMER] id=3, name=write, avg=0.035504, total=34.083458, count=960
[02:06:31.338442] [WARNING] [pdc_server.c:696] PDC_SERVER[10]: [TIMER] id=4, name=total_graph_exec, avg=0.348280, total=334.348703, count=960
[02:06:31.338464] [WARNING] [pdc_server.c:696] PDC_SERVER[38]: [TIMER] id=0, name=open, avg=0.000484, total=0.464942, count=960
[02:06:31.338574] [WARNING] [pdc_server.c:696] PDC_SERVER[38]: [TIMER] id=1, name=close, avg=0.000287, total=0.275573, count=960
[02:06:31.338581] [WARNING] [pdc_server.c:696] PDC_SERVER[38]: [TIMER] id=3, name=write, avg=0.035415, total=33.998730, count=960
[02:06:31.338586] [WARNING] [pdc_server.c:696] PDC_SERVER[38]: [TIMER] id=4, name=total_graph_exec, avg=0.348013, total=334.092125, count=960
[02:06:31.338480] [WARNING] [pdc_server.c:696] PDC_SERVER[2]: [TIMER] id=0, name=open, avg=0.000547, total=0.524641, count=960
[02:06:31.338587] [WARNING] [pdc_server.c:696] PDC_SERVER[2]: [TIMER] id=1, name=close, avg=0.000258, total=0.247250, count=960
[02:06:31.338593] [WARNING] [pdc_server.c:696] PDC_SERVER[2]: [TIMER] id=3, name=write, avg=0.034997, total=33.597448, count=960
[02:06:31.338599] [WARNING] [pdc_server.c:696] PDC_SERVER[2]: [TIMER] id=4, name=total_graph_exec, avg=0.347523, total=333.622541, count=960
[02:06:31.338520] [WARNING] [pdc_server.c:696] PDC_SERVER[26]: [TIMER] id=0, name=open, avg=0.000440, total=0.422448, count=960
[02:06:31.338602] [WARNING] [pdc_server.c:696] PDC_SERVER[26]: [TIMER] id=1, name=close, avg=0.000263, total=0.252014, count=960
[02:06:31.338634] [WARNING] [pdc_server.c:696] PDC_SERVER[26]: [TIMER] id=3, name=write, avg=0.035663, total=34.236669, count=960
[02:06:31.338641] [WARNING] [pdc_server.c:696] PDC_SERVER[26]: [TIMER] id=4, name=total_graph_exec, avg=0.346025, total=332.184315, count=960
[02:06:31.338581] [WARNING] [pdc_server.c:696] PDC_SERVER[14]: [TIMER] id=0, name=open, avg=0.000477, total=0.458394, count=960
[02:06:31.338682] [WARNING] [pdc_server.c:696] PDC_SERVER[14]: [TIMER] id=1, name=close, avg=0.000280, total=0.268642, count=960
[02:06:31.338689] [WARNING] [pdc_server.c:696] PDC_SERVER[14]: [TIMER] id=3, name=write, avg=0.035556, total=34.134095, count=960
[02:06:31.338694] [WARNING] [pdc_server.c:696] PDC_SERVER[14]: [TIMER] id=4, name=total_graph_exec, avg=0.347980, total=334.060368, count=960
[02:06:31.338623] [WARNING] [pdc_server.c:696] PDC_SERVER[62]: [TIMER] id=0, name=open, avg=0.000515, total=0.494472, count=960
[02:06:31.338712] [WARNING] [pdc_server.c:696] PDC_SERVER[62]: [TIMER] id=1, name=close, avg=0.000294, total=0.281888, count=960
[02:06:31.338742] [WARNING] [pdc_server.c:696] PDC_SERVER[62]: [TIMER] id=3, name=write, avg=0.034629, total=33.244249, count=960
[02:06:31.338749] [WARNING] [pdc_server.c:696] PDC_SERVER[62]: [TIMER] id=4, name=total_graph_exec, avg=0.350388, total=336.372472, count=960
[02:06:31.340955] [WARNING] [pdc_server.c:696] PDC_SERVER[31]: [TIMER] id=0, name=open, avg=0.000436, total=0.418127, count=960
[02:06:31.341071] [WARNING] [pdc_server.c:696] PDC_SERVER[31]: [TIMER] id=1, name=close, avg=0.000246, total=0.236260, count=960
[02:06:31.341078] [WARNING] [pdc_server.c:696] PDC_SERVER[31]: [TIMER] id=3, name=write, avg=0.035269, total=33.858166, count=960
[02:06:31.341083] [WARNING] [pdc_server.c:696] PDC_SERVER[31]: [TIMER] id=4, name=total_graph_exec, avg=0.348708, total=334.759626, count=960
[02:06:31.341136] [WARNING] [pdc_server.c:696] PDC_SERVER[29]: [TIMER] id=0, name=open, avg=0.000422, total=0.404702, count=960
[02:06:31.341242] [WARNING] [pdc_server.c:696] PDC_SERVER[29]: [TIMER] id=1, name=close, avg=0.000242, total=0.232731, count=960
[02:06:31.341248] [WARNING] [pdc_server.c:696] PDC_SERVER[29]: [TIMER] id=3, name=write, avg=0.035356, total=33.941456, count=960
[02:06:31.341254] [WARNING] [pdc_server.c:696] PDC_SERVER[29]: [TIMER] id=4, name=total_graph_exec, avg=0.347719, total=333.810500, count=960
[02:06:31.341128] [WARNING] [pdc_server.c:696] PDC_SERVER[25]: [TIMER] id=0, name=open, avg=0.000448, total=0.430221, count=960
[02:06:31.341249] [WARNING] [pdc_server.c:696] PDC_SERVER[25]: [TIMER] id=1, name=close, avg=0.000231, total=0.222138, count=960
[02:06:31.341258] [WARNING] [pdc_server.c:696] PDC_SERVER[25]: [TIMER] id=3, name=write, avg=0.035197, total=33.789448, count=960
