[15:25:39.837268] [WARNING] [pdc_server_data.c:122] PDC_SERVER[0]: Total Lustre OSTs, PDC Servers: 256, 128
[15:25:39.837319] [WARNING] [pdc_server_data.c:123] PDC_SERVER[0]: Setting Lustre stripe count to 2 and size to 16 MB
[15:30:33.624453] [WARNING] [pdc_server.c:1184] PDC_SERVER[0]: Checkpoint start
[15:30:33.663687] [WARNING] [pdc_server.c:1376] PDC_SERVER[0]: Writing checkpoint transformations start
[15:30:33.664837] [WARNING] [pdc_server.c:1558] PDC_SERVER[0]: Writing checkpoint transformations done
[15:30:37.733115] [WARNING] [pdc_server.c:1595] PDC_SERVER[0]: Rank[ALL]: Total checkpoint time = 4.108641
[15:30:37.737122] [WARNING] [pdc_server.c:1602] PDC_SERVER[0]: Checkpointing done
[15:30:37.737666] [WARNING] [pdc_server.c:696] PDC_SERVER[0]: [TIMER] id=0, name=open, avg=0.000457, total=0.438760, count=960
[15:30:37.737682] [WARNING] [pdc_server.c:696] PDC_SERVER[0]: [TIMER] id=1, name=close, avg=0.000206, total=0.197926, count=960
[15:30:37.737687] [WARNING] [pdc_server.c:696] PDC_SERVER[0]: [TIMER] id=3, name=write, avg=0.034365, total=32.990864, count=960
[15:30:37.737692] [WARNING] [pdc_server.c:696] PDC_SERVER[0]: [TIMER] id=4, name=total_graph_exec, avg=0.349224, total=335.255208, count=960
[15:30:37.737601] [WARNING] [pdc_server.c:696] PDC_SERVER[18]: [TIMER] id=0, name=open, avg=0.000439, total=0.421531, count=960
[15:30:37.737690] [WARNING] [pdc_server.c:696] PDC_SERVER[18]: [TIMER] id=1, name=close, avg=0.000223, total=0.214555, count=960
[15:30:37.737697] [WARNING] [pdc_server.c:696] PDC_SERVER[18]: [TIMER] id=3, name=write, avg=0.034600, total=33.216371, count=960
[15:30:37.737702] [WARNING] [pdc_server.c:696] PDC_SERVER[18]: [TIMER] id=4, name=total_graph_exec, avg=0.344676, total=330.888648, count=960
[15:30:37.737574] [WARNING] [pdc_server.c:696] PDC_SERVER[2]: [TIMER] id=0, name=open, avg=0.000538, total=0.516042, count=960
[15:30:37.737646] [WARNING] [pdc_server.c:696] PDC_SERVER[2]: [TIMER] id=1, name=close, avg=0.000237, total=0.227690, count=960
[15:30:37.737672] [WARNING] [pdc_server.c:696] PDC_SERVER[2]: [TIMER] id=3, name=write, avg=0.034750, total=33.360323, count=960
[15:30:37.737677] [WARNING] [pdc_server.c:696] PDC_SERVER[2]: [TIMER] id=4, name=total_graph_exec, avg=0.337680, total=324.172653, count=960
[15:30:37.737611] [WARNING] [pdc_server.c:696] PDC_SERVER[21]: [TIMER] id=0, name=open, avg=0.000460, total=0.441521, count=960
[15:30:37.737689] [WARNING] [pdc_server.c:696] PDC_SERVER[21]: [TIMER] id=1, name=close, avg=0.000195, total=0.186787, count=960
[15:30:37.737717] [WARNING] [pdc_server.c:696] PDC_SERVER[21]: [TIMER] id=3, name=write, avg=0.034194, total=32.826274, count=960
[15:30:37.737722] [WARNING] [pdc_server.c:696] PDC_SERVER[21]: [TIMER] id=4, name=total_graph_exec, avg=0.337256, total=323.765993, count=960
[15:30:37.737526] [WARNING] [pdc_server.c:696] PDC_SERVER[33]: [TIMER] id=0, name=open, avg=0.000461, total=0.442756, count=960
[15:30:37.737637] [WARNING] [pdc_server.c:696] PDC_SERVER[33]: [TIMER] id=1, name=close, avg=0.000219, total=0.209855, count=960
[15:30:37.737643] [WARNING] [pdc_server.c:696] PDC_SERVER[33]: [TIMER] id=3, name=write, avg=0.034439, total=33.061164, count=960
[15:30:37.737648] [WARNING] [pdc_server.c:696] PDC_SERVER[33]: [TIMER] id=4, name=total_graph_exec, avg=0.337745, total=324.235159, count=960
[15:30:37.737593] [WARNING] [pdc_server.c:696] PDC_SERVER[119]: [TIMER] id=0, name=open, avg=0.000454, total=0.435933, count=960
[15:30:37.737678] [WARNING] [pdc_server.c:696] PDC_SERVER[119]: [TIMER] id=1, name=close, avg=0.000225, total=0.215567, count=960
[15:30:37.737684] [WARNING] [pdc_server.c:696] PDC_SERVER[119]: [TIMER] id=3, name=write, avg=0.034401, total=33.025228, count=960
[15:30:37.737689] [WARNING] [pdc_server.c:696] PDC_SERVER[119]: [TIMER] id=4, name=total_graph_exec, avg=0.335910, total=322.473641, count=960
[15:30:37.737602] [WARNING] [pdc_server.c:696] PDC_SERVER[109]: [TIMER] id=0, name=open, avg=0.000473, total=0.453875, count=960
[15:30:37.737704] [WARNING] [pdc_server.c:696] PDC_SERVER[109]: [TIMER] id=1, name=close, avg=0.000217, total=0.207978, count=960
[15:30:37.737710] [WARNING] [pdc_server.c:696] PDC_SERVER[109]: [TIMER] id=3, name=write, avg=0.034456, total=33.077974, count=960
[15:30:37.737715] [WARNING] [pdc_server.c:696] PDC_SERVER[109]: [TIMER] id=4, name=total_graph_exec, avg=0.336638, total=323.172656, count=960
[15:30:37.737595] [WARNING] [pdc_server.c:696] PDC_SERVER[59]: [TIMER] id=0, name=open, avg=0.000453, total=0.435121, count=960
[15:30:37.737665] [WARNING] [pdc_server.c:696] PDC_SERVER[59]: [TIMER] id=1, name=close, avg=0.000199, total=0.190659, count=960
[15:30:37.737690] [WARNING] [pdc_server.c:696] PDC_SERVER[59]: [TIMER] id=3, name=write, avg=0.034304, total=32.931883, count=960
[15:30:37.737695] [WARNING] [pdc_server.c:696] PDC_SERVER[59]: [TIMER] id=4, name=total_graph_exec, avg=0.337823, total=324.309810, count=960
[15:30:37.737613] [WARNING] [pdc_server.c:696] PDC_SERVER[103]: [TIMER] id=0, name=open, avg=0.000429, total=0.411407, count=960
[15:30:37.737714] [WARNING] [pdc_server.c:696] PDC_SERVER[103]: [TIMER] id=1, name=close, avg=0.000244, total=0.234450, count=960
[15:30:37.737720] [WARNING] [pdc_server.c:696] PDC_SERVER[103]: [TIMER] id=3, name=write, avg=0.034758, total=33.367418, count=960
[15:30:37.737725] [WARNING] [pdc_server.c:696] PDC_SERVER[103]: [TIMER] id=4, name=total_graph_exec, avg=0.353929, total=339.771954, count=960
[15:30:37.737655] [WARNING] [pdc_server.c:696] PDC_SERVER[125]: [TIMER] id=0, name=open, avg=0.000448, total=0.430112, count=960
[15:30:37.737730] [WARNING] [pdc_server.c:696] PDC_SERVER[125]: [TIMER] id=1, name=close, avg=0.000206, total=0.197295, count=960
[15:30:37.737756] [WARNING] [pdc_server.c:696] PDC_SERVER[125]: [TIMER] id=3, name=write, avg=0.034594, total=33.210586, count=960
[15:30:37.737761] [WARNING] [pdc_server.c:696] PDC_SERVER[125]: [TIMER] id=4, name=total_graph_exec, avg=0.347241, total=333.351716, count=960
[15:30:37.737796] [WARNING] [pdc_server.c:696] PDC_SERVER[52]: [TIMER] id=0, name=open, avg=0.000484, total=0.464667, count=960
[15:30:37.737855] [WARNING] [pdc_server.c:696] PDC_SERVER[52]: [TIMER] id=1, name=close, avg=0.000216, total=0.207200, count=960
[15:30:37.737862] [WARNING] [pdc_server.c:696] PDC_SERVER[52]: [TIMER] id=3, name=write, avg=0.034830, total=33.436690, count=960
[15:30:37.737867] [WARNING] [pdc_server.c:696] PDC_SERVER[52]: [TIMER] id=4, name=total_graph_exec, avg=0.354804, total=340.611892, count=960
[15:30:37.737631] [WARNING] [pdc_server.c:696] PDC_SERVER[47]: [TIMER] id=0, name=open, avg=0.000435, total=0.417877, count=960
[15:30:37.738018] [WARNING] [pdc_server.c:696] PDC_SERVER[47]: [TIMER] id=1, name=close, avg=0.000209, total=0.200506, count=960
[15:30:37.738040] [WARNING] [pdc_server.c:696] PDC_SERVER[47]: [TIMER] id=3, name=write, avg=0.034740, total=33.350437, count=960
[15:30:37.738045] [WARNING] [pdc_server.c:696] PDC_SERVER[47]: [TIMER] id=4, name=total_graph_exec, avg=0.351409, total=337.352820, count=960
[15:30:37.738123] [WARNING] [pdc_server.c:696] PDC_SERVER[32]: [TIMER] id=0, name=open, avg=0.000470, total=0.451459, count=960
[15:30:37.738194] [WARNING] [pdc_server.c:696] PDC_SERVER[32]: [TIMER] id=1, name=close, avg=0.000221, total=0.212098, count=960
[15:30:37.738221] [WARNING] [pdc_server.c:696] PDC_SERVER[32]: [TIMER] id=3, name=write, avg=0.035610, total=34.185298, count=960
[15:30:37.738227] [WARNING] [pdc_server.c:696] PDC_SERVER[32]: [TIMER] id=4, name=total_graph_exec, avg=0.337587, total=324.083176, count=960
[15:30:37.738193] [WARNING] [pdc_server.c:696] PDC_SERVER[64]: [TIMER] id=0, name=open, avg=0.000443, total=0.425056, count=960
[15:30:37.738291] [WARNING] [pdc_server.c:696] PDC_SERVER[64]: [TIMER] id=1, name=close, avg=0.000215, total=0.206823, count=960
[15:30:37.738298] [WARNING] [pdc_server.c:696] PDC_SERVER[64]: [TIMER] id=3, name=write, avg=0.034694, total=33.305972, count=960
