[18:55:49.060693] [WARNING] [pdc_server.c:1641] PDC_SERVER[0]: Restart from checkpoint start
[18:55:49.062323] [WARNING] [pdc_server.c:1914] PDC_SERVER[0]: Reading checkpoint transformations start
[18:55:49.064681] [WARNING] [pdc_server.c:2040] PDC_SERVER[0]: Reading checkpoint transformations done
[18:55:49.066529] [WARNING] [pdc_server.c:2064] PDC_SERVER[0]: Restart from checkpoint done
[18:55:54.115798] [WARNING] [pdc_server_data.c:122] PDC_SERVER[0]: Total Lustre OSTs, PDC Servers: 256, 8
[18:55:54.115817] [WARNING] [pdc_server_data.c:123] PDC_SERVER[0]: Setting Lustre stripe count to 32 and size to 16 MB
[19:05:49.418808] [WARNING] [pdc_server.c:1184] PDC_SERVER[0]: Checkpoint start
[19:05:49.439967] [WARNING] [pdc_server.c:1376] PDC_SERVER[0]: Writing checkpoint transformations start
[19:05:49.440890] [WARNING] [pdc_server.c:1558] PDC_SERVER[0]: Writing checkpoint transformations done
[19:05:49.454822] [WARNING] [pdc_server.c:1595] PDC_SERVER[0]: Rank[ALL]: Total checkpoint time = 0.036001
[19:05:49.456107] [WARNING] [pdc_server.c:1602] PDC_SERVER[0]: Checkpointing done
[19:05:49.456164] [WARNING] [pdc_server.c:696] PDC_SERVER[0]: [TIMER] id=0, name=open, avg=0.000553, total=0.530589, count=960
[19:05:49.456179] [WARNING] [pdc_server.c:696] PDC_SERVER[0]: [TIMER] id=1, name=close, avg=0.000451, total=0.433030, count=960
[19:05:49.456188] [WARNING] [pdc_server.c:696] PDC_SERVER[0]: [TIMER] id=2, name=read, avg=0.017349, total=16.654581, count=960
[19:05:49.456196] [WARNING] [pdc_server.c:696] PDC_SERVER[0]: [TIMER] id=4, name=total_graph_exec, avg=0.392608, total=376.904102, count=960
[19:05:49.456233] [WARNING] [pdc_server.c:696] PDC_SERVER[6]: [TIMER] id=0, name=open, avg=0.000340, total=0.326769, count=960
[19:05:49.456311] [WARNING] [pdc_server.c:696] PDC_SERVER[6]: [TIMER] id=1, name=close, avg=0.000241, total=0.231076, count=960
[19:05:49.456316] [WARNING] [pdc_server.c:696] PDC_SERVER[6]: [TIMER] id=2, name=read, avg=0.030805, total=29.572626, count=960
[19:05:49.456320] [WARNING] [pdc_server.c:696] PDC_SERVER[6]: [TIMER] id=4, name=total_graph_exec, avg=0.401699, total=385.630990, count=960
[19:05:49.456222] [WARNING] [pdc_server.c:696] PDC_SERVER[4]: [TIMER] id=0, name=open, avg=0.000430, total=0.412980, count=960
[19:05:49.456298] [WARNING] [pdc_server.c:696] PDC_SERVER[4]: [TIMER] id=1, name=close, avg=0.000254, total=0.244023, count=960
[19:05:49.456304] [WARNING] [pdc_server.c:696] PDC_SERVER[4]: [TIMER] id=2, name=read, avg=0.030660, total=29.433614, count=960
