[14:32:48.861953] [WARNING] [pdc_server_data.c:122] PDC_SERVER[0]: Total Lustre OSTs, PDC Servers: 256, 64
[14:32:48.862001] [WARNING] [pdc_server_data.c:123] PDC_SERVER[0]: Setting Lustre stripe count to 4 and size to 16 MB
[14:39:51.972447] [WARNING] [pdc_server.c:1184] PDC_SERVER[0]: Checkpoint start
[14:39:52.000854] [WARNING] [pdc_server.c:1376] PDC_SERVER[0]: Writing checkpoint transformations start
[14:39:52.001892] [WARNING] [pdc_server.c:1558] PDC_SERVER[0]: Writing checkpoint transformations done
[14:40:01.093956] [WARNING] [pdc_server.c:1595] PDC_SERVER[0]: Rank[ALL]: Total checkpoint time = 9.121485
[14:40:01.096048] [WARNING] [pdc_server.c:1602] PDC_SERVER[0]: Checkpointing done
[14:40:01.096116] [WARNING] [pdc_server.c:696] PDC_SERVER[0]: [TIMER] id=0, name=open, avg=0.000620, total=0.595370, count=960
[14:40:01.096128] [WARNING] [pdc_server.c:696] PDC_SERVER[0]: [TIMER] id=1, name=close, avg=0.002605, total=2.500467, count=960
[14:40:01.096133] [WARNING] [pdc_server.c:696] PDC_SERVER[0]: [TIMER] id=3, name=write, avg=0.037664, total=36.157888, count=960
[14:40:01.096138] [WARNING] [pdc_server.c:696] PDC_SERVER[0]: [TIMER] id=4, name=total_graph_exec, avg=0.435488, total=418.068437, count=960
[14:40:01.096199] [WARNING] [pdc_server.c:696] PDC_SERVER[40]: [TIMER] id=0, name=open, avg=0.000796, total=0.764613, count=960
[14:40:01.096278] [WARNING] [pdc_server.c:696] PDC_SERVER[40]: [TIMER] id=1, name=close, avg=0.002849, total=2.735129, count=960
[14:40:01.096284] [WARNING] [pdc_server.c:696] PDC_SERVER[40]: [TIMER] id=3, name=write, avg=0.037846, total=36.332428, count=960
[14:40:01.096289] [WARNING] [pdc_server.c:696] PDC_SERVER[40]: [TIMER] id=4, name=total_graph_exec, avg=0.442534, total=424.832598, count=960
[14:40:01.096168] [WARNING] [pdc_server.c:696] PDC_SERVER[17]: [TIMER] id=0, name=open, avg=0.000764, total=0.733569, count=960
[14:40:01.096249] [WARNING] [pdc_server.c:696] PDC_SERVER[17]: [TIMER] id=1, name=close, avg=0.002688, total=2.580143, count=960
[14:40:01.096255] [WARNING] [pdc_server.c:696] PDC_SERVER[17]: [TIMER] id=3, name=write, avg=0.037652, total=36.146311, count=960
[14:40:01.096260] [WARNING] [pdc_server.c:696] PDC_SERVER[17]: [TIMER] id=4, name=total_graph_exec, avg=0.434485, total=417.105532, count=960
[14:40:01.096188] [WARNING] [pdc_server.c:696] PDC_SERVER[39]: [TIMER] id=0, name=open, avg=0.000583, total=0.559725, count=960
[14:40:01.096271] [WARNING] [pdc_server.c:696] PDC_SERVER[39]: [TIMER] id=1, name=close, avg=0.002800, total=2.687905, count=960
[14:40:01.096277] [WARNING] [pdc_server.c:696] PDC_SERVER[39]: [TIMER] id=3, name=write, avg=0.037938, total=36.420193, count=960
[14:40:01.096282] [WARNING] [pdc_server.c:696] PDC_SERVER[39]: [TIMER] id=4, name=total_graph_exec, avg=0.443092, total=425.367842, count=960
[14:40:01.096390] [WARNING] [pdc_server.c:696] PDC_SERVER[51]: [TIMER] id=0, name=open, avg=0.000685, total=0.657675, count=960
[14:40:01.096722] [WARNING] [pdc_server.c:696] PDC_SERVER[51]: [TIMER] id=1, name=close, avg=0.002848, total=2.734347, count=960
[14:40:01.096741] [WARNING] [pdc_server.c:696] PDC_SERVER[51]: [TIMER] id=3, name=write, avg=0.037881, total=36.365519, count=960
[14:40:01.096747] [WARNING] [pdc_server.c:696] PDC_SERVER[51]: [TIMER] id=4, name=total_graph_exec, avg=0.443399, total=425.663346, count=960
[14:40:01.096827] [WARNING] [pdc_server.c:696] PDC_SERVER[32]: [TIMER] id=0, name=open, avg=0.003063, total=2.940009, count=960
[14:40:01.096900] [WARNING] [pdc_server.c:696] PDC_SERVER[32]: [TIMER] id=1, name=close, avg=0.000268, total=0.257327, count=960
[14:40:01.096907] [WARNING] [pdc_server.c:696] PDC_SERVER[32]: [TIMER] id=3, name=write, avg=0.037797, total=36.284815, count=960
[14:40:01.096912] [WARNING] [pdc_server.c:696] PDC_SERVER[32]: [TIMER] id=4, name=total_graph_exec, avg=0.436788, total=419.316540, count=960
[14:40:01.096856] [WARNING] [pdc_server.c:696] PDC_SERVER[60]: [TIMER] id=0, name=open, avg=0.000627, total=0.602325, count=960
[14:40:01.096957] [WARNING] [pdc_server.c:696] PDC_SERVER[60]: [TIMER] id=1, name=close, avg=0.002760, total=2.650012, count=960
[14:40:01.096964] [WARNING] [pdc_server.c:696] PDC_SERVER[60]: [TIMER] id=3, name=write, avg=0.037931, total=36.413374, count=960
[14:40:01.096969] [WARNING] [pdc_server.c:696] PDC_SERVER[60]: [TIMER] id=4, name=total_graph_exec, avg=0.441070, total=423.426819, count=960
[14:40:01.096879] [WARNING] [pdc_server.c:696] PDC_SERVER[27]: [TIMER] id=0, name=open, avg=0.000613, total=0.588037, count=960
[14:40:01.096941] [WARNING] [pdc_server.c:696] PDC_SERVER[27]: [TIMER] id=1, name=close, avg=0.003063, total=2.940794, count=960
[14:40:01.096948] [WARNING] [pdc_server.c:696] PDC_SERVER[27]: [TIMER] id=3, name=write, avg=0.037831, total=36.317916, count=960
[14:40:01.096953] [WARNING] [pdc_server.c:696] PDC_SERVER[27]: [TIMER] id=4, name=total_graph_exec, avg=0.442254, total=424.564320, count=960
[14:40:01.096906] [WARNING] [pdc_server.c:696] PDC_SERVER[14]: [TIMER] id=0, name=open, avg=0.000562, total=0.539683, count=960
[14:40:01.096971] [WARNING] [pdc_server.c:696] PDC_SERVER[14]: [TIMER] id=1, name=close, avg=0.003015, total=2.894082, count=960
[14:40:01.096978] [WARNING] [pdc_server.c:696] PDC_SERVER[14]: [TIMER] id=3, name=write, avg=0.037883, total=36.367211, count=960
[14:40:01.096984] [WARNING] [pdc_server.c:696] PDC_SERVER[14]: [TIMER] id=4, name=total_graph_exec, avg=0.441874, total=424.198796, count=960
[14:40:01.096965] [WARNING] [pdc_server.c:696] PDC_SERVER[48]: [TIMER] id=0, name=open, avg=0.003126, total=3.000752, count=960
[14:40:01.097049] [WARNING] [pdc_server.c:696] PDC_SERVER[48]: [TIMER] id=1, name=close, avg=0.000281, total=0.269466, count=960
[14:40:01.097056] [WARNING] [pdc_server.c:696] PDC_SERVER[48]: [TIMER] id=3, name=write, avg=0.037804, total=36.291951, count=960
[14:40:01.097061] [WARNING] [pdc_server.c:696] PDC_SERVER[48]: [TIMER] id=4, name=total_graph_exec, avg=0.435246, total=417.835790, count=960
[14:40:01.096969] [WARNING] [pdc_server.c:696] PDC_SERVER[9]: [TIMER] id=0, name=open, avg=0.003229, total=3.099743, count=960
[14:40:01.097047] [WARNING] [pdc_server.c:696] PDC_SERVER[9]: [TIMER] id=1, name=close, avg=0.000392, total=0.376377, count=960
[14:40:01.097054] [WARNING] [pdc_server.c:696] PDC_SERVER[9]: [TIMER] id=3, name=write, avg=0.037919, total=36.402210, count=960
[14:40:01.097059] [WARNING] [pdc_server.c:696] PDC_SERVER[9]: [TIMER] id=4, name=total_graph_exec, avg=0.441384, total=423.729114, count=960
[14:40:01.097034] [WARNING] [pdc_server.c:696] PDC_SERVER[49]: [TIMER] id=0, name=open, avg=0.000797, total=0.764897, count=960
[14:40:01.097104] [WARNING] [pdc_server.c:696] PDC_SERVER[49]: [TIMER] id=1, name=close, avg=0.003619, total=3.474018, count=960
[14:40:01.097111] [WARNING] [pdc_server.c:696] PDC_SERVER[49]: [TIMER] id=3, name=write, avg=0.037956, total=36.438184, count=960
[14:40:01.097116] [WARNING] [pdc_server.c:696] PDC_SERVER[49]: [TIMER] id=4, name=total_graph_exec, avg=0.438650, total=421.104277, count=960
[14:40:01.097040] [WARNING] [pdc_server.c:696] PDC_SERVER[3]: [TIMER] id=0, name=open, avg=0.003192, total=3.064609, count=960
[14:40:01.097135] [WARNING] [pdc_server.c:696] PDC_SERVER[3]: [TIMER] id=1, name=close, avg=0.000296, total=0.284267, count=960
[14:40:01.097142] [WARNING] [pdc_server.c:696] PDC_SERVER[3]: [TIMER] id=3, name=write, avg=0.037796, total=36.283891, count=960
[14:40:01.097148] [WARNING] [pdc_server.c:696] PDC_SERVER[3]: [TIMER] id=4, name=total_graph_exec, avg=0.434371, total=416.996581, count=960
[14:40:01.097155] [WARNING] [pdc_server.c:696] PDC_SERVER[37]: [TIMER] id=0, name=open, avg=0.000608, total=0.583561, count=960
[14:40:01.097241] [WARNING] [pdc_server.c:696] PDC_SERVER[37]: [TIMER] id=1, name=close, avg=0.002700, total=2.592229, count=960
[14:40:01.097248] [WARNING] [pdc_server.c:696] PDC_SERVER[37]: [TIMER] id=3, name=write, avg=0.037683, total=36.175637, count=960
[14:40:01.097253] [WARNING] [pdc_server.c:696] PDC_SERVER[37]: [TIMER] id=4, name=total_graph_exec, avg=0.435909, total=418.472599, count=960
[14:40:01.097183] [WARNING] [pdc_server.c:696] PDC_SERVER[33]: [TIMER] id=0, name=open, avg=0.003168, total=3.041547, count=960
[14:40:01.097278] [WARNING] [pdc_server.c:696] PDC_SERVER[33]: [TIMER] id=1, name=close, avg=0.000296, total=0.284484, count=960
[14:40:01.097284] [WARNING] [pdc_server.c:696] PDC_SERVER[33]: [TIMER] id=3, name=write, avg=0.037879, total=36.363586, count=960
[14:40:01.097290] [WARNING] [pdc_server.c:696] PDC_SERVER[33]: [TIMER] id=4, name=total_graph_exec, avg=0.435351, total=417.937179, count=960
[14:40:01.097217] [WARNING] [pdc_server.c:696] PDC_SERVER[56]: [TIMER] id=0, name=open, avg=0.000919, total=0.882010, count=960
[14:40:01.097303] [WARNING] [pdc_server.c:696] PDC_SERVER[56]: [TIMER] id=1, name=close, avg=0.001713, total=1.644393, count=960
[14:40:01.097310] [WARNING] [pdc_server.c:696] PDC_SERVER[56]: [TIMER] id=3, name=write, avg=0.037609, total=36.104913, count=960
[14:40:01.097315] [WARNING] [pdc_server.c:696] PDC_SERVER[56]: [TIMER] id=4, name=total_graph_exec, avg=0.434886, total=417.490814, count=960
[14:40:01.097263] [WARNING] [pdc_server.c:696] PDC_SERVER[38]: [TIMER] id=0, name=open, avg=0.000898, total=0.862298, count=960
[14:40:01.097325] [WARNING] [pdc_server.c:696] PDC_SERVER[38]: [TIMER] id=1, name=close, avg=0.001623, total=1.557724, count=960
[14:40:01.097351] [WARNING] [pdc_server.c:696] PDC_SERVER[38]: [TIMER] id=3, name=write, avg=0.037631, total=36.126234, count=960
[14:40:01.097357] [WARNING] [pdc_server.c:696] PDC_SERVER[38]: [TIMER] id=4, name=total_graph_exec, avg=0.434522, total=417.141090, count=960
[14:40:01.097326] [WARNING] [pdc_server.c:696] PDC_SERVER[44]: [TIMER] id=0, name=open, avg=0.000635, total=0.609704, count=960
[14:40:01.097412] [WARNING] [pdc_server.c:696] PDC_SERVER[44]: [TIMER] id=1, name=close, avg=0.002666, total=2.559567, count=960
[14:40:01.097418] [WARNING] [pdc_server.c:696] PDC_SERVER[44]: [TIMER] id=3, name=write, avg=0.037662, total=36.155465, count=960
[14:40:01.097424] [WARNING] [pdc_server.c:696] PDC_SERVER[44]: [TIMER] id=4, name=total_graph_exec, avg=0.435292, total=417.880080, count=960
[14:40:01.097350] [WARNING] [pdc_server.c:696] PDC_SERVER[29]: [TIMER] id=0, name=open, avg=0.000610, total=0.585653, count=960
[14:40:01.097421] [WARNING] [pdc_server.c:696] PDC_SERVER[29]: [TIMER] id=1, name=close, avg=0.002579, total=2.476320, count=960
[14:40:01.097446] [WARNING] [pdc_server.c:696] PDC_SERVER[29]: [TIMER] id=3, name=write, avg=0.037800, total=36.288434, count=960
[14:40:01.097452] [WARNING] [pdc_server.c:696] PDC_SERVER[29]: [TIMER] id=4, name=total_graph_exec, avg=0.437853, total=420.339299, count=960
[14:40:01.097462] [WARNING] [pdc_server.c:696] PDC_SERVER[26]: [TIMER] id=0, name=open, avg=0.003064, total=2.941752, count=960
[14:40:01.097537] [WARNING] [pdc_server.c:696] PDC_SERVER[26]: [TIMER] id=1, name=close, avg=0.000369, total=0.354205, count=960
[14:40:01.097544] [WARNING] [pdc_server.c:696] PDC_SERVER[26]: [TIMER] id=3, name=write, avg=0.037937, total=36.419207, count=960
[14:40:01.097549] [WARNING] [pdc_server.c:696] PDC_SERVER[26]: [TIMER] id=4, name=total_graph_exec, avg=0.434772, total=417.381171, count=960
[14:40:01.097523] [WARNING] [pdc_server.c:696] PDC_SERVER[24]: [TIMER] id=0, name=open, avg=0.003195, total=3.066844, count=960
[14:40:01.097600] [WARNING] [pdc_server.c:696] PDC_SERVER[24]: [TIMER] id=1, name=close, avg=0.000376, total=0.360501, count=960
[14:40:01.097606] [WARNING] [pdc_server.c:696] PDC_SERVER[24]: [TIMER] id=3, name=write, avg=0.037585, total=36.081549, count=960
[14:40:01.097612] [WARNING] [pdc_server.c:696] PDC_SERVER[24]: [TIMER] id=4, name=total_graph_exec, avg=0.436297, total=418.845229, count=960
[14:40:01.097549] [WARNING] [pdc_server.c:696] PDC_SERVER[21]: [TIMER] id=0, name=open, avg=0.003116, total=2.991470, count=960
[14:40:01.097640] [WARNING] [pdc_server.c:696] PDC_SERVER[21]: [TIMER] id=1, name=close, avg=0.000326, total=0.313189, count=960
[14:40:01.097646] [WARNING] [pdc_server.c:696] PDC_SERVER[21]: [TIMER] id=3, name=write, avg=0.037858, total=36.343993, count=960
[14:40:01.097652] [WARNING] [pdc_server.c:696] PDC_SERVER[21]: [TIMER] id=4, name=total_graph_exec, avg=0.433712, total=416.363986, count=960
[14:40:01.097576] [WARNING] [pdc_server.c:696] PDC_SERVER[10]: [TIMER] id=0, name=open, avg=0.003038, total=2.916343, count=960
[14:40:01.097647] [WARNING] [pdc_server.c:696] PDC_SERVER[10]: [TIMER] id=1, name=close, avg=0.000280, total=0.269263, count=960
[14:40:01.097653] [WARNING] [pdc_server.c:696] PDC_SERVER[10]: [TIMER] id=3, name=write, avg=0.037821, total=36.308243, count=960
[14:40:01.097659] [WARNING] [pdc_server.c:696] PDC_SERVER[10]: [TIMER] id=4, name=total_graph_exec, avg=0.434969, total=417.570363, count=960
[14:40:01.097732] [WARNING] [pdc_server.c:696] PDC_SERVER[16]: [TIMER] id=0, name=open, avg=0.000664, total=0.637294, count=960
[14:40:01.097815] [WARNING] [pdc_server.c:696] PDC_SERVER[16]: [TIMER] id=1, name=close, avg=0.002826, total=2.713253, count=960
[14:40:01.097822] [WARNING] [pdc_server.c:696] PDC_SERVER[16]: [TIMER] id=3, name=write, avg=0.037665, total=36.158493, count=960
[14:40:01.097827] [WARNING] [pdc_server.c:696] PDC_SERVER[16]: [TIMER] id=4, name=total_graph_exec, avg=0.433883, total=416.527511, count=960
[14:40:01.097793] [WARNING] [pdc_server.c:696] PDC_SERVER[5]: [TIMER] id=0, name=open, avg=0.003209, total=3.080515, count=960
[14:40:01.097847] [WARNING] [pdc_server.c:696] PDC_SERVER[5]: [TIMER] id=1, name=close, avg=0.000299, total=0.286661, count=960
[14:40:01.097866] [WARNING] [pdc_server.c:696] PDC_SERVER[5]: [TIMER] id=3, name=write, avg=0.038153, total=36.626705, count=960
[14:40:01.097872] [WARNING] [pdc_server.c:696] PDC_SERVER[5]: [TIMER] id=4, name=total_graph_exec, avg=0.436121, total=418.676233, count=960
[14:40:01.097906] [WARNING] [pdc_server.c:696] PDC_SERVER[41]: [TIMER] id=0, name=open, avg=0.003087, total=2.963556, count=960
[14:40:01.097971] [WARNING] [pdc_server.c:696] PDC_SERVER[41]: [TIMER] id=1, name=close, avg=0.000298, total=0.286004, count=960
[14:40:01.097977] [WARNING] [pdc_server.c:696] PDC_SERVER[41]: [TIMER] id=3, name=write, avg=0.038227, total=36.698363, count=960
[14:40:01.097983] [WARNING] [pdc_server.c:696] PDC_SERVER[41]: [TIMER] id=4, name=total_graph_exec, avg=0.435748, total=418.318385, count=960
[14:40:01.097968] [WARNING] [pdc_server.c:696] PDC_SERVER[53]: [TIMER] id=0, name=open, avg=0.000665, total=0.638866, count=960
[14:40:01.098054] [WARNING] [pdc_server.c:696] PDC_SERVER[53]: [TIMER] id=1, name=close, avg=0.002736, total=2.626767, count=960
[14:40:01.098061] [WARNING] [pdc_server.c:696] PDC_SERVER[53]: [TIMER] id=3, name=write, avg=0.037718, total=36.209400, count=960
[14:40:01.098066] [WARNING] [pdc_server.c:696] PDC_SERVER[53]: [TIMER] id=4, name=total_graph_exec, avg=0.442157, total=424.470917, count=960
[14:40:01.098137] [WARNING] [pdc_server.c:696] PDC_SERVER[1]: [TIMER] id=0, name=open, avg=0.003382, total=3.246984, count=960
[14:40:01.098204] [WARNING] [pdc_server.c:696] PDC_SERVER[1]: [TIMER] id=1, name=close, avg=0.000353, total=0.338476, count=960
[14:40:01.098228] [WARNING] [pdc_server.c:696] PDC_SERVER[1]: [TIMER] id=3, name=write, avg=0.037757, total=36.247137, count=960
[14:40:01.098234] [WARNING] [pdc_server.c:696] PDC_SERVER[1]: [TIMER] id=4, name=total_graph_exec, avg=0.434107, total=416.742812, count=960
[14:40:01.097953] [WARNING] [pdc_server.c:696] PDC_SERVER[11]: [TIMER] id=0, name=open, avg=0.002976, total=2.857215, count=960
[14:40:01.098019] [WARNING] [pdc_server.c:696] PDC_SERVER[11]: [TIMER] id=1, name=close, avg=0.000320, total=0.307224, count=960
[14:40:01.098025] [WARNING] [pdc_server.c:696] PDC_SERVER[11]: [TIMER] id=3, name=write, avg=0.037668, total=36.161013, count=960
[14:40:01.098030] [WARNING] [pdc_server.c:696] PDC_SERVER[11]: [TIMER] id=4, name=total_graph_exec, avg=0.434151, total=416.784584, count=960
[14:40:01.098223] [WARNING] [pdc_server.c:696] PDC_SERVER[18]: [TIMER] id=0, name=open, avg=0.000659, total=0.632358, count=960
[14:40:01.098313] [WARNING] [pdc_server.c:696] PDC_SERVER[18]: [TIMER] id=1, name=close, avg=0.002682, total=2.574780, count=960
[14:40:01.098320] [WARNING] [pdc_server.c:696] PDC_SERVER[18]: [TIMER] id=3, name=write, avg=0.038021, total=36.500163, count=960
[14:40:01.098326] [WARNING] [pdc_server.c:696] PDC_SERVER[18]: [TIMER] id=4, name=total_graph_exec, avg=0.435196, total=417.788292, count=960
[14:40:01.098433] [WARNING] [pdc_server.c:696] PDC_SERVER[50]: [TIMER] id=0, name=open, avg=0.002615, total=2.510132, count=960
[14:40:01.098516] [WARNING] [pdc_server.c:696] PDC_SERVER[50]: [TIMER] id=1, name=close, avg=0.001478, total=1.419000, count=960
[14:40:01.098546] [WARNING] [pdc_server.c:696] PDC_SERVER[50]: [TIMER] id=3, name=write, avg=0.038002, total=36.481558, count=960
[14:40:01.098554] [WARNING] [pdc_server.c:696] PDC_SERVER[50]: [TIMER] id=4, name=total_graph_exec, avg=0.436266, total=418.815002, count=960
[14:40:01.098458] [WARNING] [pdc_server.c:696] PDC_SERVER[61]: [TIMER] id=0, name=open, avg=0.003109, total=2.984188, count=960
[14:40:01.098512] [WARNING] [pdc_server.c:696] PDC_SERVER[61]: [TIMER] id=1, name=close, avg=0.000327, total=0.314277, count=960
[14:40:01.098536] [WARNING] [pdc_server.c:696] PDC_SERVER[61]: [TIMER] id=3, name=write, avg=0.037932, total=36.414895, count=960
[14:40:01.098544] [WARNING] [pdc_server.c:696] PDC_SERVER[61]: [TIMER] id=4, name=total_graph_exec, avg=0.442257, total=424.566477, count=960
[14:40:01.098642] [WARNING] [pdc_server.c:696] PDC_SERVER[7]: [TIMER] id=0, name=open, avg=0.001005, total=0.964996, count=960
[14:40:01.098704] [WARNING] [pdc_server.c:696] PDC_SERVER[7]: [TIMER] id=1, name=close, avg=0.001754, total=1.684170, count=960
[14:40:01.098727] [WARNING] [pdc_server.c:696] PDC_SERVER[7]: [TIMER] id=3, name=write, avg=0.038119, total=36.594218, count=960
[14:40:01.098732] [WARNING] [pdc_server.c:696] PDC_SERVER[7]: [TIMER] id=4, name=total_graph_exec, avg=0.435574, total=418.151366, count=960
[14:40:01.098743] [WARNING] [pdc_server.c:696] PDC_SERVER[2]: [TIMER] id=0, name=open, avg=0.003161, total=3.034430, count=960
[14:40:01.098818] [WARNING] [pdc_server.c:696] PDC_SERVER[2]: [TIMER] id=1, name=close, avg=0.000374, total=0.358871, count=960
[14:40:01.098825] [WARNING] [pdc_server.c:696] PDC_SERVER[2]: [TIMER] id=3, name=write, avg=0.037995, total=36.475233, count=960
[14:40:01.098830] [WARNING] [pdc_server.c:696] PDC_SERVER[2]: [TIMER] id=4, name=total_graph_exec, avg=0.434718, total=417.329326, count=960
[14:40:01.098353] [WARNING] [pdc_server.c:696] PDC_SERVER[22]: [TIMER] id=0, name=open, avg=0.000623, total=0.598150, count=960
[14:40:01.098866] [WARNING] [pdc_server.c:696] PDC_SERVER[22]: [TIMER] id=1, name=close, avg=0.002756, total=2.645477, count=960
[14:40:01.098892] [WARNING] [pdc_server.c:696] PDC_SERVER[22]: [TIMER] id=3, name=write, avg=0.037503, total=36.003312, count=960
[14:40:01.098898] [WARNING] [pdc_server.c:696] PDC_SERVER[22]: [TIMER] id=4, name=total_graph_exec, avg=0.435477, total=418.058308, count=960
[14:40:01.098882] [WARNING] [pdc_server.c:696] PDC_SERVER[13]: [TIMER] id=0, name=open, avg=0.003130, total=3.004763, count=960
[14:40:01.098947] [WARNING] [pdc_server.c:696] PDC_SERVER[13]: [TIMER] id=1, name=close, avg=0.000282, total=0.270900, count=960
[14:40:01.098969] [WARNING] [pdc_server.c:696] PDC_SERVER[13]: [TIMER] id=3, name=write, avg=0.038337, total=36.803529, count=960
[14:40:01.098974] [WARNING] [pdc_server.c:696] PDC_SERVER[13]: [TIMER] id=4, name=total_graph_exec, avg=0.442175, total=424.488175, count=960
[14:40:01.098858] [WARNING] [pdc_server.c:696] PDC_SERVER[59]: [TIMER] id=0, name=open, avg=0.003334, total=3.200572, count=960
[14:40:01.098973] [WARNING] [pdc_server.c:696] PDC_SERVER[59]: [TIMER] id=1, name=close, avg=0.000309, total=0.296224, count=960
[14:40:01.098982] [WARNING] [pdc_server.c:696] PDC_SERVER[59]: [TIMER] id=3, name=write, avg=0.037717, total=36.207920, count=960
[14:40:01.098989] [WARNING] [pdc_server.c:696] PDC_SERVER[59]: [TIMER] id=4, name=total_graph_exec, avg=0.435890, total=418.454228, count=960
[14:40:01.098940] [WARNING] [pdc_server.c:696] PDC_SERVER[4]: [TIMER] id=0, name=open, avg=0.003167, total=3.040154, count=960
[14:40:01.099033] [WARNING] [pdc_server.c:696] PDC_SERVER[4]: [TIMER] id=1, name=close, avg=0.000373, total=0.357625, count=960
[14:40:01.099042] [WARNING] [pdc_server.c:696] PDC_SERVER[4]: [TIMER] id=3, name=write, avg=0.037887, total=36.371897, count=960
[14:40:01.099049] [WARNING] [pdc_server.c:696] PDC_SERVER[4]: [TIMER] id=4, name=total_graph_exec, avg=0.436838, total=419.364671, count=960
[14:40:01.099029] [WARNING] [pdc_server.c:696] PDC_SERVER[28]: [TIMER] id=0, name=open, avg=0.000753, total=0.722605, count=960
